ordinal,rank,score,valid,scoreDisplay,scoreIdentifier,mobileScoreDisplay,scaled,video,heat,lane,breakdown,competitorId
2,52,8,1,6 rep,c31484e59b726a8378ee,,0,0,,,8 pts,446995
3,40,20,1,CAP+23,8d12b946e80e180c7bd7,,0,0,,,20 pts,446995
4,51,9,1,235.0 lb,0be5e954edb6de668a75,,0,0,,,9 pts,446995
5,40,20,1,03:35.76,bbc322546263d64b1671,,0,0,,,20 pts,446995
6,27,36,1,13:01.69,a63e92d45db51d7d2552,,0,0,,,36 pts,446995
7,33,27,1,04:48.50,09c1d4f2de3fd0c47475,,0,0,,,27 pts,446995
1,38,22,1,25:53.00,0c21e7f3213a0f15bde7,,0,0,,,22 pts,2559
2,53,7,1,5 rep,b7790d6bd07992c8b4c5,,0,0,,,7 pts,2559
3,35,25,1,CAP+12,d6edce16b07e8ce238ee,,0,0,,,25 pts,2559
4,35,25,1,255.0 lb,c6ac3e6c24ffbb0c64f5,,0,0,,,25 pts,2559
5,37,23,1,03:32.19,84a3c47ee2b858cacaaf,,0,0,,,23 pts,2559
6,38,22,1,14:54.87,6a1081c753497eace290,,0,0,,,22 pts,2559
7,48,12,1,05:38.85,0aecac4acc938844342d,,0,0,,,12 pts,2559
1,42,18,1,26:04.66,22f5c472ce50ed59284f,,0,0,,,18 pts,1214445
2,45,15,1,22 rep,f16eaa4b25c3603aa80c,,0,0,,,15 pts,1214445
3,43,17,1,CAP+28,9df02c7f1d402e8d49cb,,0,0,,,17 pts,1214445
4,28,34,1,260.0 lb,81f2da131b70c6c9175e,,0,0,,,34 pts,1214445
5,42,18,1,03:36.26,d65a124b85683dcb7491,,0,0,,,18 pts,1214445
6,48,12,1,CAP+29,98e58f23675d68cf55df,,0,0,,,12 pts,1214445
7,46,14,1,05:21.53,b9aac1b6477cb2efbc99,,0,0,,,14 pts,1214445
1,56,4,1,29:00.96,b76b055f487a01db3f2b,,0,0,,,4 pts,1351563
2,54,6,1,2 rep,a9b836976d5cc16bd1c7,,0,0,,,6 pts,1351563
3,36,24,1,CAP+13,101833f9a9cddb2e1370,,0,0,,,24 pts,1351563
4,36,24,1,255.0 lb,03e210b7e359aacbe410,,0,0,,,24 pts,1351563
5,41,19,1,03:35.86,9afb2b880248685cfd50,,0,0,,,19 pts,1351563
6,32,28,1,13:23.55,40a0f3841f2bd397c3a3,,0,0,,,28 pts,1351563
7,42,18,1,05:04.06,89e18a575e0e105e0c34,,0,0,,,18 pts,1351563
1,48,12,1,27:04.43,62e728e4023ccc6652b7,,0,0,,,12 pts,689299
2,50,10,1,12 rep,b154d837e846dc7d7416,,0,0,,,10 pts,689299
3,42,18,1,CAP+25,d71d3202187aa4f72da6,,0,0,,,18 pts,689299
4,41,19,1,255.0 lb,16b2bc5824d164c542d8,,0,0,,,19 pts,689299
5,51,9,1,04:00.37,f830b68edb8d8c6cea76,,0,0,,,9 pts,689299
6,34,26,1,14:09.67,9b84e86e712801cd0b08,,0,0,,,26 pts,689299
7,41,19,1,05:03.29,28ebbd8d5526b7d1f447,,0,0,,,19 pts,689299
1,57,3,1,CAP+1,a0205a1afe890df7e13b,,0,0,,,3 pts,773001
2,32,28,1,32 rep,3943482fbe2b5a52aedb,,0,0,,,28 pts,773001
3,46,14,1,CAP+37,df0a57bfc595b3d40d4b,,0,0,,,14 pts,773001
4,40,20,1,255.0 lb,88262f4d885d9b90da28,,0,0,,,20 pts,773001
5,49,11,1,03:49.50,83c7a84cd88a84b12a6d,,0,0,,,11 pts,773001
6,47,13,1,CAP+29,33dacea0573e4bcbd15c,,0,0,,,13 pts,773001
7,50,0,,,f75cd563770aa7f040a0,,0,0,,,,773001
1,27,36,1,24:52.70,61f9cf4ca5a011b906e4,,0,0,,,36 pts,945268
2,25,40,1,37 rep,44850cf8c8516fad3f0c,,0,0,,,40 pts,945268
3,19,52,1,15:16.83,77c8d67fb01c6d8f9d50,,0,0,,,52 pts,945268
4,45,15,1,245.0 lb,49f2ba8d4adaaba8b208,,0,0,,,15 pts,945268
5,18,54,1,03:19.41,c4aeb586760b699f37c0,,0,0,,,54 pts,945268
6,51,0,,WD,8aa70aa939fa5320b506,,0,0,,,,945268
7,50,0,,,cb1f49a533381207ae4e,,0,0,,,,945268
1,40,20,1,26:01.35,4dce96849e034139b0bf,,0,0,,,20 pts,1233518
2,55,5,1,0 rep,301bc562ff33c5c4631d,,0,0,,,5 pts,1233518
3,39,21,1,CAP+20,40a2482eb39a1082c85c,,0,0,,,21 pts,1233518
4,52,8,1,225.0 lb,880341db0ee076bf89da,,0,0,,,8 pts,1233518
5,50,10,1,03:49.71,4969fa2240db45db1e71,,0,0,,,10 pts,1233518
6,51,0,,,079006d84e07a736220d,,0,0,,,,1233518
7,50,0,,,21bf1214f876b8f78306,,0,0,,,,1233518
1,31,29,1,25:07.43,89969be8eaada5f8dc16,,0,0,,,29 pts,1827157
2,28,34,1,37 rep,9be3c0c2265df5caf50d,,0,0,,,34 pts,1827157
3,54,6,1,CAP+84,fcc12543de1ddcb7fc57,,0,0,,,6 pts,1827157
4,53,0,,WD,12af8e9855ea8a673c46,,0,0,,,,1827157
5,53,0,,WD,5f82d2c31783b11b6e20,,0,0,,,,1827157
6,51,0,,,f56612515c449ad747eb,,0,0,,,,1827157
7,50,0,,,46cedc534f5741f18d6f,,0,0,,,,1827157
1,54,6,1,28:10.89,06aaf48788c333911ddd,,0,0,,,6 pts,675164
2,40,20,1,27 rep,537c730352aad78ce0f7,,0,0,,,20 pts,675164
3,52,8,1,CAP+63,22f550f831103b0ce0f4,,0,0,,,8 pts,675164
4,53,0,,WD,802d9e568e779702fb6a,,0,0,,,,675164
5,53,0,,WD,960c2788ed49b8c49afb,,0,0,,,,675164
6,51,0,,,40cf86e63bfeefd2bb49,,0,0,,,,675164
7,50,0,,,1f318278b17f86a54f79,,0,0,,,,675164
1,16,58,1,24:17.39,9f756951a951799e5e8c,,0,0,,,58 pts,432855
2,58,0,,,e211aebff3cd67f6afe8,,0,0,,,,432855
3,55,0,,WD,6cac292b7c4ab879a5ed,,0,0,,,,432855
4,53,0,,,237c92d33efaeaae8883,,0,0,,,,432855
5,53,0,,,8f74005998fd44a61618,,0,0,,,,432855
6,51,0,,,f3ea72254d03ac962d27,,0,0,,,,432855
7,50,0,,,6536b26032192d527f33,,0,0,,,,432855
1,23,44,1,24:42.14,430a6494564e54217e8a,,0,0,,,44 pts,888668
2,56,4,1,0 rep,d8a942b7229efb0d18d5,,0,0,,,4 pts,888668
3,55,0,,WD,c69224f9bfd81491ca22,,0,0,,,,888668
4,53,0,,WD,74e0e5e85e9ec0c1310f,,0,0,,,,888668
5,53,0,,WD,f1a6eeb5e239cdc3a18c,,0,0,,,,888668
6,51,0,,,74f87504bb4479b52ff0,,0,0,,,,888668
7,50,0,,,f01d0660501781a905a4,,0,0,,,,888668
1,26,38,1,24:52.37,4d66d42445eca0d16bfa,,0,0,,,38 pts,633281
2,51,9,1,8 rep,91b17ad0d3a19f8a13da,,0,0,,,9 pts,633281
3,55,0,,WD,78abca77d9946fe10520,,0,0,,,,633281
4,53,0,,WD,d020e3271dc3478df917,,0,0,,,,633281
5,53,0,,WD,13fcee3352885d9fae4f,,0,0,,,,633281
6,51,0,,,76b1f825fe83f5d00979,,0,0,,,,633281
7,50,0,,,5b46a464c920cff16f47,,0,0,,,,633281
1,51,9,1,27:18.56,bb3f476f7abcc6b477b5,,0,0,,,9 pts,483096
2,34,26,1,30 rep,e28da00fcc3d4c745124,,0,0,,,26 pts,483096
3,55,0,,WD,8c29fbfbe1acc74227ff,,0,0,,,,483096
4,53,0,,WD,af6e1a89445f42c73509,,0,0,,,,483096
5,53,0,,WD,61060797c2432a4a2581,,0,0,,,,483096
6,51,0,,,fdc2efcf9b3c62bc3f30,,0,0,,,,483096
7,50,0,,,8c36889ef9224ff6c964,,0,0,,,,483096
1,,-1,,,,,0,0,,,,179080
2,,-1,,,,,0,0,,,,179080
3,,-1,,,,,0,0,,,,179080
4,,-1,,,,,0,0,,,,179080
5,,-1,,,,,0,0,,,,179080
6,,-1,,,,,0,0,,,,179080
7,,-1,,,,,0,0,,,,179080
1,,-1,,,,,0,0,,,,1189468
2,,-1,,,,,0,0,,,,1189468
3,,-1,,,,,0,0,,,,1189468
4,,-1,,,,,0,0,,,,1189468
5,,-1,,,,,0,0,,,,1189468
6,,-1,,,,,0,0,,,,1189468
7,,-1,,,,,0,0,,,,1189468
1,3,94,1,24:34.26,dafe111cb0964fb87545,,0,0,,,94 pts,764556
2,14,62,1,37 rep,192717c19afa00eac13b,,0,0,,,62 pts,764556
3,1,100,1,12:08.95,07555527d68ac4c550fd,,0,0,,,100 pts,764556
4,3,94,1,200.0 lb,c2abff7353b07e7ecba5,,0,0,,,94 pts,764556
5,2,97,1,03:15.22,6d41f928c186b3d207e0,,0,0,,,97 pts,764556
6,4,91,1,12:12.75,294eb92c0a382b98cb60,,0,0,,,91 pts,764556
7,4,91,1,04:17.02,59f2aeb3184f3289b36a,,0,0,,,91 pts,764556
1,7,82,1,25:15.19,196d217aa6995cb64054,,0,0,,,82 pts,18588
2,8,79,1,45 rep,93c5c78c831836fc92bb,,0,0,,,79 pts,18588
3,2,97,1,12:08.97,cf9ade9c475a0d675c69,,0,0,,,97 pts,18588
4,5,88,1,195.0 lb,4322c445d8c2d645d3f4,,0,0,,,88 pts,18588
5,8,79,1,03:29.20,d6834701d51d835e0ea1,,0,0,,,79 pts,18588
6,2,97,1,11:25.61,d625fdb26b76d5f65152,,0,0,,,97 pts,18588
7,7,82,1,04:24.07,b7412a7482fe6717cd0e,,0,0,,,82 pts,18588
1,23,44,1,26:39.11,663cb12a2286c58bce2b,,0,0,,,44 pts,591912
2,4,91,1,49 rep,8a1b878c90d1e1af0966,,0,0,,,91 pts,591912
3,4,91,1,12:36.59,8cd368620d8d0f8cc7b2,,0,0,,,91 pts,591912
4,2,97,1,210.0 lb,1d18ce13e3681e1528f0,,0,0,,,97 pts,591912
5,18,54,1,03:38.55,af56517e28a2b9c59118,,0,0,,,54 pts,591912
6,1,100,1,10:40.27,cf06e9431bb4aa8c8653,,0,0,,,100 pts,591912
7,1,100,1,04:09.16,dc8bad1914fe5b5ea3ff,,0,0,,,100 pts,591912
1,10,73,1,25:24.64,7c86f5b9501f21dfe171,,0,0,,,73 pts,887297
2,1,100,1,54 rep,ce3412c15baa1e11c6cd,,0,0,,,100 pts,887297
3,7,82,1,13:14.86,c24835a1dd28ac181149,,0,0,,,82 pts,887297
4,16,58,1,185.0 lb,51334db2826290cebcc0,,0,0,,,58 pts,887297
5,11,70,1,03:32.74,50151ae8841b574df736,,0,0,,,70 pts,887297
6,5,88,1,12:13.57,fd8a39c10b8e8e7015fb,,0,0,,,88 pts,887297
7,6,85,1,04:18.68,eccf1388e0ba0be37eae,,0,0,,,85 pts,887297
1,4,91,1,24:46.82,7e176168a521304ca3d7,,0,0,,,91 pts,698210
2,13,64,1,38 rep,ebd5c5b840cbac024940,,0,0,,,64 pts,698210
3,10,73,1,13:38.14,5a3deb79911aeb0f356f,,0,0,,,73 pts,698210
4,1,100,1,210.0 lb,97a71e8139b300c4a4c6,,0,0,,,100 pts,698210
5,3,94,1,03:17.57,5f29ef25b0e10eac9f61,,0,0,,,94 pts,698210
6,16,58,1,13:58.00,d9d664d0a5514f35895b,,0,0,,,58 pts,698210
7,13,64,1,04:31.31,35fc3b49479d56d7adb0,,0,0,,,64 pts,698210
1,16,58,1,26:18.46,0f9d4aee00266d283832,,0,0,,,58 pts,831149
2,6,85,1,47 rep,598a4c9d2ad9b389cc56,,0,0,,,85 pts,831149
3,11,70,1,14:03.26,8b39b905528509f1bdf7,,0,0,,,70 pts,831149
4,14,62,1,185.0 lb,91c66b85f3e81539d9b0,,0,0,,,62 pts,831149
5,4,91,1,03:18.49,ed5720c5409ba739d0db,,0,0,,,91 pts,831149
6,19,52,1,14:10.67,a31a9674553c4e32d7ef,,0,0,,,52 pts,831149
7,9,76,1,04:26.27,8f634db9e8ebc88238f4,,0,0,,,76 pts,831149
1,13,64,1,25:54.46,2d34efdef002de58f3e8,,0,0,,,64 pts,686626
2,7,82,1,47 rep,aa2b47f345caf462f705,,0,0,,,82 pts,686626
3,8,79,1,13:16.71,60e5396fd1fe1d2fdbc0,,0,0,,,79 pts,686626
4,6,85,1,195.0 lb,9b98367f9065b18871f3,,0,0,,,85 pts,686626
5,29,32,1,03:45.05,6afcf7a316e1d7ea588d,,0,0,,,32 pts,686626
6,8,79,1,12:57.05,ccd49f58b694802918aa,,0,0,,,79 pts,686626
7,14,62,1,04:33.39,c3702b29a53a6bae2ebe,,0,0,,,62 pts,686626
1,12,67,1,25:52.88,28e216ed7989303c7df3,,0,0,,,67 pts,998366
2,10,73,1,41 rep,24005f2ade338ad2e597,,0,0,,,73 pts,998366
3,18,54,1,14:59.55,a50304d8159925e60d59,,0,0,,,54 pts,998366
4,24,42,1,180.0 lb,9b636d666b4b510726a0,,0,0,,,42 pts,998366
5,10,73,1,03:31.84,f08b5dde40531191a6d2,,0,0,,,73 pts,998366
6,10,73,1,13:14.55,9d833fa5dccb5520d963,,0,0,,,73 pts,998366
7,3,94,1,04:16.33,26ce63c9aefdac258c86,,0,0,,,94 pts,998366
1,25,40,1,26:49.80,c8352519e650dc906ad4,,0,0,,,40 pts,1983424
2,3,94,1,49 rep,294c54e4dcd7feaaa7ee,,0,0,,,94 pts,1983424
3,21,48,1,15:40.30,03b67f712dc802a67c44,,0,0,,,48 pts,1983424
4,10,73,1,190.0 lb,dcd376df8afb1d8a428c,,0,0,,,73 pts,1983424
5,24,42,1,03:41.38,33debaa586a35c69b678,,0,0,,,42 pts,1983424
6,3,94,1,11:41.07,70e4c410dca9b0ce1683,,0,0,,,94 pts,1983424
7,20,50,1,04:44.80,1fca817e8f4922c3c4e7,,0,0,,,50 pts,1983424
1,8,79,1,25:16.11,9f54a3da603832d0a9b4,,0,0,,,79 pts,239442
2,21,48,1,31 rep,02c096c720e352f7d478,,0,0,,,48 pts,239442
3,5,88,1,12:45.52,9bd9244308242acea685,,0,0,,,88 pts,239442
4,17,56,1,185.0 lb,6f3ed34113ec9f8f57f9,,0,0,,,56 pts,239442
5,13,64,1,03:33.14,5d3e0718f4a9bb34eb89,,0,0,,,64 pts,239442
6,27,36,1,14:55.09,53550aadf951da4218b4,,0,0,,,36 pts,239442
7,16,58,1,04:36.88,c908e9a7cb3c3904de4a,,0,0,,,58 pts,239442
1,27,36,1,26:53.15,bdfbc6c526cb5b0b5319,,0,0,,,36 pts,485344
2,18,54,1,31 rep,3ecdc98fb9875b74526e,,0,0,,,54 pts,485344
3,33,27,1,CAP+2,3025960e470668f52fa0,,0,0,,,27 pts,485344
4,15,60,1,185.0 lb,b2f25ea767e29803c4b5,,0,0,,,60 pts,485344
5,5,88,1,03:22.20,a5589ac9a194e537ffa1,,0,0,,,88 pts,485344
6,14,62,1,13:44.30,e7c9ccf44ba3071fc30e,,0,0,,,62 pts,485344
7,2,97,1,04:13.63,c3338f0cd3e97d18f504,,0,0,,,97 pts,485344
1,28,34,1,26:56.00,d720d2f433819f645aab,,0,0,,,34 pts,299053
2,12,67,1,39 rep,53efb4975c3190d4dd96,,0,0,,,67 pts,299053
3,14,62,1,14:33.93,dac25867faf696b4b4e8,,0,0,,,62 pts,299053
4,20,50,1,185.0 lb,78eae10d3eeef19c33bd,,0,0,,,50 pts,299053
5,23,44,1,03:41.20,fa35eaafe4c0fbd5250b,,0,0,,,44 pts,299053
6,13,64,1,13:39.47,980b2023ad5aae01c0fb,,0,0,,,64 pts,299053
7,5,88,1,04:17.74,b359ddff7270176635f0,,0,0,,,88 pts,299053
1,30,30,1,27:14.54,009636a5f547c02ba916,,0,0,,,30 pts,1330256
2,31,29,1,23 rep,bf2b81d4cf863e794a22,,0,0,,,29 pts,1330256
3,15,60,1,14:34.72,2931898f07f7e7d699f0,,0,0,,,60 pts,1330256
4,7,82,1,190.0 lb,90a48b9ad19abc5c26b8,,0,0,,,82 pts,1330256
5,9,76,1,03:31.19,3880781840236d10480e,,0,0,,,76 pts,1330256
6,20,50,1,14:19.78,3e1e7aec76841432f81d,,0,0,,,50 pts,1330256
7,10,73,1,04:26.73,0523a75c2c4f17d55224,,0,0,,,73 pts,1330256
1,19,52,1,26:29.50,7e00b2c8355989f9bea9,,0,0,,,52 pts,1518913
2,42,18,1,9 rep,47d8049cbcf2757e9463,,0,0,,,18 pts,1518913
3,17,56,1,14:51.96,e0d8bd5a755322619b55,,0,0,,,56 pts,1518913
4,8,79,1,190.0 lb,2508a5ae0591c4baa714,,0,0,,,79 pts,1518913
5,12,67,1,03:33.05,4f69119639a81de8b7d9,,0,0,,,67 pts,1518913
6,15,60,1,13:55.53,f14af97ed9df06295e65,,0,0,,,60 pts,1518913
7,18,54,1,04:40.09,d1423106fca0dd22a7ec,,0,0,,,54 pts,1518913
1,52,8,1,CAP+3,d6e6bf85ac1c5fd9a081,,0,0,,,8 pts,19501
2,5,88,1,48 rep,f48d31e590e45606330a,,0,0,,,88 pts,19501
3,31,29,1,16:44.75,f0a61e9146b152654b19,,0,0,,,29 pts,19501
4,19,52,1,185.0 lb,6542665baf987747a9c6,,0,0,,,52 pts,19501
5,22,46,1,03:41.03,e707dd70696323add741,,0,0,,,46 pts,19501
6,6,85,1,12:19.32,f7e37609010259220ac5,,0,0,,,85 pts,19501
7,12,67,1,04:29.68,f353206c627b3362371d,,0,0,,,67 pts,19501
1,1,100,1,23:47.68,6c5898857e4d9a467d49,,0,0,,,100 pts,2014490
2,57,3,1,0 rep,0305690b9fbb3b99cbd1,,0,0,,,3 pts,2014490
3,3,94,1,12:25.97,ac0b46735f3143d18989,,0,0,,,94 pts,2014490
4,23,44,1,180.0 lb,178dd6a0d5b4eb9de1d5,,0,0,,,44 pts,2014490
5,6,85,1,03:26.50,63c80fc803948d0da837,,0,0,,,85 pts,2014490
6,55,5,1,CAP+36,25408d2e6cb89df36cc8,,0,0,,,5 pts,2014490
7,25,40,1,04:51.85,66814c07dc924aab2cd1,,0,0,,,40 pts,2014490
1,35,25,1,27:43.78,f073dcf0f810c883756a,,0,0,,,25 pts,466656
2,53,7,1,2 rep,6620d0dd9e180d6236da,,0,0,,,7 pts,466656
3,6,85,1,13:01.62,f3d1cc4fab0f7d21c5a1,,0,0,,,85 pts,466656
4,41,19,1,165.0 lb,9cd44f7cfdf6a9382a9c,,0,0,,,19 pts,466656
5,7,82,1,03:27.63,85a57cfc5a8108cefc28,,0,0,,,82 pts,466656
6,11,70,1,13:14.78,3ed4769f0e623d475cf1,,0,0,,,70 pts,466656
7,8,79,1,04:25.50,3648e91077a0f0d1b3c9,,0,0,,,79 pts,466656
1,2,97,1,24:31.18,80a2357b0dfc8a61240b,,0,0,,,97 pts,1103442
2,18,54,1,31 rep,4f9a7c4679a2ea52a138,,0,0,,,54 pts,1103442
3,12,67,1,14:19.76,05fe22563553dd01daa9,,0,0,,,67 pts,1103442
4,42,18,1,165.0 lb,85ef2df8d4560693778d,,0,0,,,18 pts,1103442
5,20,50,1,03:40.26,64b194d568b33f29a886,,0,0,,,50 pts,1103442
6,33,27,1,CAP+7,34b04119c6c0d6b6a9fe,,0,0,,,27 pts,1103442
7,28,34,1,04:55.94,40e0f913042d6e3ac87c,,0,0,,,34 pts,1103442
1,11,70,1,25:38.21,8593c015688c9b1f61f3,,0,0,,,70 pts,8859
2,26,38,1,28 rep,42be2179a36229166096,,0,0,,,38 pts,8859
3,13,64,1,14:28.67,a17bcd20436359184626,,0,0,,,64 pts,8859
4,18,54,1,185.0 lb,164e2ce295311e116805,,0,0,,,54 pts,8859
5,14,62,1,03:33.83,c670b3743bb582c92581,,0,0,,,62 pts,8859
6,56,4,1,CAP+51,c8b6f00bdc935b6505b4,,0,0,,,4 pts,8859
7,19,52,1,04:41.63,21cd434d2ae87dc6507a,,0,0,,,52 pts,8859
1,5,88,1,24:50.26,ff5e16e10de4c944d62c,,0,0,,,88 pts,1314653
2,35,25,1,21 rep,c58add8a6f7910763a7f,,0,0,,,25 pts,1314653
3,37,23,1,CAP+7,b7a258d998ee8ced8655,,0,0,,,23 pts,1314653
4,50,10,1,160.0 lb,c7f05da5081af041869b,,0,0,,,10 pts,1314653
5,1,100,1,03:12.18,78946eed0ca079dffe34,,0,0,,,100 pts,1314653
6,29,32,1,15:43.12,856f07fbf5ea1ad5c4a0,,0,0,,,32 pts,1314653
7,15,60,1,04:35.02,6c1f2379c8b01e55f0de,,0,0,,,60 pts,1314653
1,34,26,1,27:43.24,9f8f627aedff16e0c95c,,0,0,,,26 pts,594929
2,16,58,1,34 rep,efcd871bb96d1c1a00e1,,0,0,,,58 pts,594929
3,24,42,1,16:17.39,a527738e578e7d12e5d6,,0,0,,,42 pts,594929
4,13,64,1,190.0 lb,d46061a7650e65e833c3,,0,0,,,64 pts,594929
5,35,25,1,03:51.54,859320fd744bcbaa996a,,0,0,,,25 pts,594929
6,9,76,1,13:05.95,5cfd2af1b619ace6920e,,0,0,,,76 pts,594929
7,29,32,1,04:57.31,fb0d0add5e113f15756b,,0,0,,,32 pts,594929
1,15,60,1,26:11.60,34487b46b8303d32ed59,,0,0,,,60 pts,2088
2,27,36,1,27 rep,1604b916f199021f3cdf,,0,0,,,36 pts,2088
3,9,76,1,13:24.58,fe3ef7e7887d02762700,,0,0,,,76 pts,2088
4,44,16,1,165.0 lb,f03ad702698fecad0dcf,,0,0,,,16 pts,2088
5,37,23,1,03:54.15,9a2664c78b36a247ad07,,0,0,,,23 pts,2088
6,21,48,1,14:23.08,9c91b54d736e554ec70d,,0,0,,,48 pts,2088
7,17,56,1,04:39.66,b4e510194c39f86bd176,,0,0,,,56 pts,2088
1,58,2,1,CAP+13,8001b8aa2647813a8473,,0,0,,,2 pts,951375
2,2,97,1,50 rep,a895487f758f1a13a1b3,,0,0,,,97 pts,951375
3,27,36,1,16:28.74,c497a0801acae5420139,,0,0,,,36 pts,951375
4,32,28,1,175.0 lb,02832ecdda7bf160166c,,0,0,,,28 pts,951375
5,39,21,1,03:55.48,4d80fe540935fabf619b,,0,0,,,21 pts,951375
6,7,82,1,12:54.73,d3d8c3ca7d280cee785c,,0,0,,,82 pts,951375
7,22,46,1,04:49.58,d4aa5991f91c6c5612ae,,0,0,,,46 pts,951375
1,26,38,1,26:52.00,7446370a4823b14fa6f8,,0,0,,,38 pts,254824
2,24,42,1,29 rep,539fe7e82aec100aa0ba,,0,0,,,42 pts,254824
3,44,16,1,CAP+15,20e71f95e2a05cd5ec11,,0,0,,,16 pts,254824
4,9,76,1,190.0 lb,8749e01461c4e043a282,,0,0,,,76 pts,254824
5,15,60,1,03:34.09,ac89a9c598134c50d6a8,,0,0,,,60 pts,254824
6,18,54,1,14:09.91,fdf6bd0e795771970940,,0,0,,,54 pts,254824
7,51,9,1,05:41.46,51e42ff9de30b30daa81,,0,0,,,9 pts,254824
1,17,56,1,26:18.72,1d1142635b01ada03307,,0,0,,,56 pts,1347417
2,30,30,1,24 rep,ec188a3a40ece0348c73,,0,0,,,30 pts,1347417
3,20,50,1,15:35.36,aed73255b6dcb91144eb,,0,0,,,50 pts,1347417
4,31,29,1,175.0 lb,41f84bc820e28c55c87b,,0,0,,,29 pts,1347417
5,33,27,1,03:49.16,6f90841ab08f947ead61,,0,0,,,27 pts,1347417
6,36,24,1,CAP+10,a563e6d4d5b906fc4c08,,0,0,,,24 pts,1347417
7,23,44,1,04:50.68,1445c987ff89d59ea810,,0,0,,,44 pts,1347417
1,42,18,1,28:26.44,e453bfba14fa144740b4,,0,0,,,18 pts,2214878
2,34,26,1,21 rep,438b75a1e3bdd1651edc,,0,0,,,26 pts,2214878
3,48,12,1,CAP+17,482dec01bb2742908f1c,,0,0,,,12 pts,2214878
4,12,67,1,190.0 lb,9b79f4a0c6034b38ddc0,,0,0,,,67 pts,2214878
5,28,34,1,03:44.97,9c2e1781d8fba4359091,,0,0,,,34 pts,2214878
6,12,67,1,13:17.50,5ad3e27c7188d0f44b2a,,0,0,,,67 pts,2214878
7,30,30,1,04:58.62,daebc95e571b27c0d33e,,0,0,,,30 pts,2214878
1,46,14,1,29:18.08,48e2dd69b8c0bdc83c3c,,0,0,,,14 pts,762495
2,23,44,1,30 rep,3a14f8cffb50d23208b7,,0,0,,,44 pts,762495
3,22,46,1,16:00.45,41da2b51178556ee107d,,0,0,,,46 pts,762495
4,25,40,1,180.0 lb,6daa13f48d438b67ba83,,0,0,,,40 pts,762495
5,38,22,1,03:55.01,06c409fab4010b824a10,,0,0,,,22 pts,762495
6,23,44,1,14:32.91,9ba34cb330d595b833ab,,0,0,,,44 pts,762495
7,26,38,1,04:54.99,3a702cfca65894254162,,0,0,,,38 pts,762495
1,20,50,1,26:31.44,974c2cdacd3d91b139ef,,0,0,,,50 pts,1115280
2,29,32,1,26 rep,a4425476f37b5ff3f0f3,,0,0,,,32 pts,1115280
3,29,32,1,16:37.68,254a46ef1e003fba4c47,,0,0,,,32 pts,1115280
4,33,27,1,175.0 lb,7b0f41d97471732faeab,,0,0,,,27 pts,1115280
5,42,18,1,03:56.75,7ea7c681605cf14cab5c,,0,0,,,18 pts,1115280
6,50,10,1,CAP+29,7cac0f4de277c4336a1f,,0,0,,,10 pts,1115280
7,11,70,1,04:27.67,300cc12a745ceac28030,,0,0,,,70 pts,1115280
1,49,11,1,29:53.21,69f38d36d495b15ecc9f,,0,0,,,11 pts,1058374
2,43,17,1,9 rep,e78acf66fbefb17d61b7,,0,0,,,17 pts,1058374
3,45,15,1,CAP+15,eb6cf8d12fbc12f25c05,,0,0,,,15 pts,1058374
4,4,91,1,200.0 lb,2422eb3a4bdbda18ba08,,0,0,,,91 pts,1058374
5,34,26,1,03:50.39,311542eb5a734623530a,,0,0,,,26 pts,1058374
6,24,42,1,14:33.06,15cb5731f7f7763d219a,,0,0,,,42 pts,1058374
7,33,27,1,05:01.98,2830f223691043c0f8ea,,0,0,,,27 pts,1058374
1,21,48,1,26:36.92,447ab6d712c967d30505,,0,0,,,48 pts,1920303
2,9,76,1,45 rep,5a3ae8ab4285634a25d5,,0,0,,,76 pts,1920303
3,55,5,1,CAP+41,f555785d70ed2a4b917b,,0,0,,,5 pts,1920303
4,53,7,1,160.0 lb,babd56e20beb2ffdf818,,0,0,,,7 pts,1920303
5,31,29,1,03:48.68,fc15efa31a21710bd54b,,0,0,,,29 pts,1920303
6,42,18,1,CAP+24,66d74fdfa0356f943616,,0,0,,,18 pts,1920303
7,24,42,1,04:51.47,c05f547014542d1a85e3,,0,0,,,42 pts,1920303
1,36,24,1,27:50.60,fb1aaec548be671d7586,,0,0,,,24 pts,1169638
2,18,54,1,31 rep,a10bb4bf0d28dd55a445,,0,0,,,54 pts,1169638
3,26,38,1,16:26.28,0ddb9537d557e0b26f9e,,0,0,,,38 pts,1169638
4,45,15,1,165.0 lb,01c917b832e48a73e131,,0,0,,,15 pts,1169638
5,40,20,1,03:55.48,368c5031f3008b4a528f,,0,0,,,20 pts,1169638
6,26,38,1,14:46.07,de0eece45bb8fc8495e6,,0,0,,,38 pts,1169638
7,40,20,1,05:12.32,7e1b454537aced4dc9ac,,0,0,,,20 pts,1169638
1,6,85,1,24:58.85,2577dff811637f4b7ba6,,0,0,,,85 pts,1473702
2,48,12,1,6 rep,4913cd3c7883094473b0,,0,0,,,12 pts,1473702
3,30,30,1,16:42.86,706d900fb6c1705a88b7,,0,0,,,30 pts,1473702
4,52,8,1,160.0 lb,d0e6588c0a60f6cee631,,0,0,,,8 pts,1473702
5,21,48,1,03:40.94,b3828575fda4380aa0b9,,0,0,,,48 pts,1473702
6,53,7,1,CAP+30,751eaf5100ebd2f3583d,,0,0,,,7 pts,1473702
